system,sr_no,id,code,term,short_definition,long_definition,reference,ontology_branches
Ayurveda,156,158,AAC-20.1,vAtikagRudhrasI,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]","the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], jānusaṁdhi-sphuraṇam [twitching sensation in knee], jānusaṁdhi-stabdhatā [stiffness in knee joint], kaṭisaṁdhi-sphuraṇam [twitching sensation in waist], kaṭisaṁdhi-stabdhatā [stiffness of lowback], ūrusaṁdhi-sphuraṇam [twitching sensation in thigh], ūrusaṁdhi-stabdhatā [stiffness in thigh], tōdaḥ [pricking pain], dēha-pravakratā [bending/flexion of the body]",,
Ayurveda,157,159,AAC-20.2,vAtakaPaja-gRudhrasI,"the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]","the disorder is characterized by kramāt sphik-kaṭi-pr̥ṣṭha-ūru-jānu-jaṅghā-padēṣu stambhaḥ [gradual stiffness in gluteal region- low back- upper back- thigh- knee- calf muscles- feet], spandatē muhuḥ [constant/frequent throbbing/twiching sensation], sakthi-nigr̥hṇana [supression/holding down of thighs], tandrā [drowsiness/lassitude], gauravam [heaviness], arōcakaḥ/bhaktadvēṣaḥ [tastelessness/aversion to food], vahnimārdavam [diminution of agni /hypofunction of digestive mechanism], mukhaprasēkaḥ [salivation]",,
Ayurveda,158,160,AAC-21(SK22),jihvAstamBaH,,,,
Ayurveda,159,161,SM83(AAC-22),tUnI,It is characterised by spasmodic pain in loin radiating to pubic region and thigh.,"It is characterised by spasmodic pain in loin radiating to pubic region and thigh. It may be associated with haematuria, chills and fever. This may be explained by: (a) Obstruction of urinary passage (due to renal calculi) aggravates vata leading to spasmodic pain.",,
Ayurveda,160,162,AAC-239(SK30),daNDApatAnakaH,,,,
Ayurveda,161,163,SK22(AAC-24),pakShAghAta/pakShavadhaH,It is characterised by loss of mobility or flaccidity of one side of the body.,"It is characterised by loss of mobility or flaccidity of one side of the body. May be associated with difficulty in swallowing, speech, deranged cognitive functions, tactile sensation. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor, sensory and cognitive functions.",,
Ayurveda,162,164,AAC-24.1,kaPAnvitapakShAghAtaH,"the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness]","the disorder is characterized by śaitya [cold on touch on affected side of body], śōtha [oedema], gurutva [heaviness]",,
Ayurveda,163,165,AAC-24.2,pittAnvitapakShAghAtaH,"the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope/attacks of swooning]","the disorder is characterized by dāhaḥ [burning sensation], santāpaḥ [burning sensation], mūrcchā [syncope/attacks of swooning]",,
Ayurveda,164,166,AAC-24.3,bAla-pakShAghAtaH,,,,
Ayurveda,165,167,AAC-25(SP9Y),pAdadAhaH,,,,
Ayurveda,166,168,AAC-26(SP9Y),pAdaharShaH,,,,
Ayurveda,167,169,AAC-27(SM83),pratitUnI,,,,
Ayurveda,168,170,AAC-28,pratyaShThIlA,"the disorder is characterized by rujaḥ/atyugrarujā [pain/excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta-rōdhanam/vātanirōdhaḥ [obstruction to flatus], viḍ-rōdhanam [obstruction to feces], mūtra-rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines/barborygmus], udarādhmānam [distention of abdomen]","the disorder is characterized by rujaḥ/atyugrarujā [pain/excessive pain], aṣṭhīlāvat ghanaṁ granthi [stony hard round shaped gland], vāta-rōdhanam/vātanirōdhaḥ [obstruction to flatus], viḍ-rōdhanam [obstruction to feces], mūtra-rōdhanam [obstruction in passage of urine], āṭōpaḥ [gurgling sound of the intestines/barborygmus], udarādhmānam [distention of abdomen]",,
Ayurveda,169,171,AAC-29,vraNAyAmaH,,,,
Ayurveda,170,172,SK21(AAC-30),pa~gguH,"It is characterised by flaccidity, loss of function in both lower limbs.","It is characterised by flaccidity, loss of function in both lower limbs. This may be explained by: (a) obstruction to body channels or severe lack of nutrition leading to aggravation of vatadosha affecting motor functions.",,
Ayurveda,171,173,SL21(AAC-31),minminaH,It is characterised by hypernasal voice leading to nasal twang.,"It is characterised by hypernasal voice leading to nasal twang. This may be explained by: (a) Obstruction to oral, nasal passages, vitiation of vata.",,
Ayurveda,172,174,AAC-32,manyAstamBaH,the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck],the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck],,
Ayurveda,173,175,SL07(AAC-33),mUkatvam,It is characterised by inability to speak.,It is characterised by inability to speak. This may be explained by: (a) Vatadosha and kaphadosha affecting speech faculties.,,
Ayurveda,174,176,SP40(AAC-34),vAtakaNTakam,It is characterised by pain in heel especially during walking.,It is characterised by pain in heel especially during walking. This may be explained by: (a) Increased vatadosha affecting the heel.,,
Ayurveda,175,177,SK51(AAC-35),viSvAcI,"It is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements.","It is characterised by pain in the neck, throat radiating up to the upper limbs, restricted movements. May be associated with, insomnia, temporary loss of hearing, memory. This may be explained by: (a) vitiation of vatadosha, pittadosha affecting neck, upper arms.",,
Ayurveda,176,178,SK52(AAC-36),kampaH/vepathuH,"It is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia.","It is characterised by tremors, rigidity, and may be associated with dryness of the skin and insomnia. This may be explained by: (a) aggravation of vata affecting the motor system.",,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2]
Ayurveda,177,179,AAC-37,SirograhaH,,,,
Ayurveda,178,180,AAC-38(SK22),sarvA~ggavAtaH/sarvA~ggarogaH,,,,
Ayurveda,179,181,AAC-39(SL7Y),sirAgrahaH,,,,
Ayurveda,180,182,AAC-40(SK5Y),hanugrahaH/hanusraMsa,,,,
Ayurveda,181,183,SR20(AAD),AvRuta-vAtaH/AvaraNavAta,It is characterised by hampering of the normal functioning of the dosha leading to local or systemic symptoms.,"It is characterised by hampering of the normal functioning of the dosha leading to local or systemic symptoms. This may be explained the occlusion of the free flowing and all-pervading Vata dosha or subtype of it by one another or by Pitta, Kapha, tissues, food and excreta.",,
Ayurveda,182,184,AAD-1,anyonyAvaraNaH/paraspara-AvaraNaH,,,,
Ayurveda,183,185,AAD-1.1,prANAvRutavyAnavAtaH,"the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness]","the disorder is characterized by sarvēndriyāṇāṁ śūnyatva [loss of ability of sense organs], smr̥tikṣayaḥ [loss of memory], balakṣayaḥ [loss of physical strength or weakness]",,
Ayurveda,184,186,AAD-1.2,vyAnAvRutaprANavAtaH,"the disorder is characterized by svēdōऽtyartham [excessive sweating], lōmaharṣaḥ [horripilation], tvagdōṣaḥ [skin diseases], suptagātratā [numbness in the body parts]","the disorder is characterized by svēdōऽtyartham [excessive sweating], lōmaharṣaḥ [horripilation], tvagdōṣaḥ [skin diseases], suptagātratā [numbness in the body parts]",,
Ayurveda,185,187,AAD-1.3,prANAvRutasamAnavAtaH,"the disorder is characterized by jaḍatvam [dullness/frigidity/inactiveness], gadgadatvam [stuttering/stammmering], mūkatvam [dumbness/aphasia]","the disorder is characterized by jaḍatvam [dullness/frigidity/inactiveness], gadgadatvam [stuttering/stammmering], mūkatvam [dumbness/aphasia]",,
Ayurveda,186,188,AAD-1.4,samAnAvRuta-apAnavAtaH,"the disorder is characterized by grahaṇī [derangement of agni situated in grahaṇī], pārśvagadaḥ [pain/disease in flanks], hr̥dgadaḥ [diseases of heart], āmāśayaśūlam [colicky pain in epigastric region]","the disorder is characterized by grahaṇī [derangement of agni situated in grahaṇī], pārśvagadaḥ [pain/disease in flanks], hr̥dgadaḥ [diseases of heart], āmāśayaśūlam [colicky pain in epigastric region]",,
Ayurveda,187,189,AAD-1.5,prANAvRuta-udAnavAtaH,"the disorder is characterized by śirōgrahaḥ [stiffness of head], pratiśyāyaḥ [cold, catarrh], niḥśvāsōcchvāsasaṁgrahaḥ/niḥśvāsōcchvāsasaṁrōdhaḥ [obstruction/restriction to respiration], hr̥drōgaḥ [diseases of heart], mukhaśōṣaḥ [dryness in mouth]","the disorder is characterized by śirōgrahaḥ [stiffness of head], pratiśyāyaḥ [cold, catarrh], niḥśvāsōcchvāsasaṁgrahaḥ/niḥśvāsōcchvāsasaṁrōdhaḥ [obstruction/restriction to respiration], hr̥drōgaḥ [diseases of heart], mukhaśōṣaḥ [dryness in mouth]",,
Ayurveda,188,190,AAD-1.6,udAnAvRutaprANavAtaH,"the disorder is characterized by karmanāśaḥ [loss of activities], ōjōnāśaḥ [loss of vitality/bodily strength, energy, power], balanāśaḥ [loss of strength], varṇanāśaḥ [loss of lustre/complexion], mr̥tyuḥ [death]","the disorder is characterized by karmanāśaḥ [loss of activities], ōjōnāśaḥ [loss of vitality/bodily strength, energy, power], balanāśaḥ [loss of strength], varṇanāśaḥ [loss of lustre/complexion], mr̥tyuḥ [death]",,
Ayurveda,189,191,AAD-1.7,udAnAvRuta-apAnavAtaH,"the disorder is characterized by chardiḥ [vomiting], śvāsaḥ [breathlessness/difficult breathing]","the disorder is characterized by chardiḥ [vomiting], śvāsaḥ [breathlessness/difficult breathing]",,
Ayurveda,190,192,AAD-1.8,apAnAvRuta-udAnavAtaH,"the disorder is characterized by mōhaḥ [semiconsciousness or stupefaction], alpāgniḥ [insufficient digestive power/capacity], atīsāraḥ [diarrhoea]","the disorder is characterized by mōhaḥ [semiconsciousness or stupefaction], alpāgniḥ [insufficient digestive power/capacity], atīsāraḥ [diarrhoea]",,
Ayurveda,191,193,AAD-1.9,vyAnAvRuta-apAnavAtaH,"the disorder is characterized by vamiḥ [vomiting], ādhmānam [abdominal distension], udāvartaḥ [upword movement of vayu due to retention of stool and urine], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], artiḥ [pain], parikartikā [sharp cutting pain in anus]","the disorder is characterized by vamiḥ [vomiting], ādhmānam [abdominal distension], udāvartaḥ [upword movement of vayu due to retention of stool and urine], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], artiḥ [pain], parikartikā [sharp cutting pain in anus]",,
Ayurveda,192,194,AAD-1.10,apAnAvRuta-vyAnavAtaH,"the disorder is characterized by viṭ-atipravr̥ttiḥ [excessive defecation], mūtra-atipravr̥ttiḥ [excessive micturition], rētas-atipravr̥ttiḥ [excessive semen/ejaculation]","the disorder is characterized by viṭ-atipravr̥ttiḥ [excessive defecation], mūtra-atipravr̥ttiḥ [excessive micturition], rētas-atipravr̥ttiḥ [excessive semen/ejaculation]",,
Ayurveda,193,195,AAD-1.11,samAnAvRuta-vyAnavAtaH,"the disorder is characterized by mūrcchā [syncope/attacks of swooning], tandrā [drowsiness/lassitude], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], agnikṣayaḥ [diminution of agni (digestive power)], ōjaḥkṣayaḥ [diminution of vitality/body energy/power], balakṣayaḥ [loss of physical strength or weakness]","the disorder is characterized by mūrcchā [syncope/attacks of swooning], tandrā [drowsiness/lassitude], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities], agnikṣayaḥ [diminution of agni (digestive power)], ōjaḥkṣayaḥ [diminution of vitality/body energy/power], balakṣayaḥ [loss of physical strength or weakness]",,
Ayurveda,194,196,AAD-1.12,udAnAvRutavyAnavAtaH,"the disorder is characterized by stabdhatā [stiffness], alpāgnitā [insufficient digestive power/capacity], asvēdaḥ [anhidrosis/lack of sweating], cēṣṭāhāniḥ [loss of activities/motor function], nimīlanam [having the eyes closed]","the disorder is characterized by stabdhatā [stiffness], alpāgnitā [insufficient digestive power/capacity], asvēdaḥ [anhidrosis/lack of sweating], cēṣṭāhāniḥ [loss of activities/motor function], nimīlanam [having the eyes closed]",,
Ayurveda,195,197,AAD-1.13,apAnAvRutasamAnavAtaH,,,,
Ayurveda,196,198,AAD-1.14,apAnAvRuta-prANavAtaH,,,,
Ayurveda,197,199,AAD-1.15,prANAvRuta-apAnavAtaH,,,,
Ayurveda,198,200,AAD-1.16,samAnAvRutaprANavAtaH,,,,
Ayurveda,199,201,AAD-1.17,samAnAvRuta-udAnavAtaH,,,,
Ayurveda,200,202,AAD-1.18,udAnAvRutasamAnavAtaH,,,,
Ayurveda,201,203,AAD-1.19,vyAnAvRuta-udAnavAtaH,,,,
Ayurveda,202,204,AAD-1.20,vyAnAvRutasamAnavAtaH,,,,
Ayurveda,203,205,AAD-2,doShAvRuta-vAtaH,,,,
Ayurveda,204,206,AAD-2.1(SR20),pittAvRutavAtaH,,,,
Ayurveda,205,207,AAD-2.2(SR20),kaPAvRutavAtaH,,,,
Ayurveda,206,208,AAD-2.3(SR20),pittAvRutaprANavAtaH,,,,
Ayurveda,207,209,AAD-2.4(SR20),kaPAvRutaprANavAtaH,,,,
Ayurveda,208,210,AAD-2.5(SR20),pittAvRuta-udAnavAtaH,,,,
Ayurveda,209,211,AAD-2.6(SR20),kaPAvRuta-udAnavAtaH,,,,
Ayurveda,210,212,AAD-2.7(SR20),pittAvRuta-samAnavAtaH,,,,
Ayurveda,211,213,AAD-2.8(SR20),kaPAvRutasamAnavAtaH,,,,
Ayurveda,212,214,AAD-2.9(SR20),pittAvRutavyAnavAtaH,,,,
Ayurveda,213,215,AAD-2.10(SR20),kaPAvRutavyAnavAtaH,,,,
Ayurveda,214,216,AAD-2.11(SR20),pittAvRuta-apAnavAtaH,,,,
Ayurveda,215,217,AAD-2.12(SR20),kaPAvRuta-apAnavAtaH,,,,
Ayurveda,216,218,AAD-2.13,kaPapittAvRutavAtaH,,,,
Ayurveda,217,219,AAD-3,dhAtvAvRutavAtaH,,,,
Ayurveda,218,220,AAD-3.1(SR20),raktAvRutavAtaH,,,,
Ayurveda,219,221,AAD-3.2(SR20),mAMsAvRutavAtaH,,,,
Ayurveda,220,222,AAD-3.3(SR20),medasAvRutavAtaH,,,,
Ayurveda,221,223,AAD-3.4(SR20),asthyAvRutavAtaH,,,,
Ayurveda,222,224,AAD-3.5(SR20),majjAvRutavAtaH,,,,
Ayurveda,223,225,AAD-3.6(SR20),SukrAvRutavAtaH,,,,
Ayurveda,224,226,AAD-3.7(SR20),sarvadhAtvAvRutavAtaH,,,,
Ayurveda,225,227,AAD-4(SR20),malAvRutavAtaH,,,,
Ayurveda,226,228,AAD-4.1(SR20),mUtrAvRutavAtaH,,,,
Ayurveda,227,229,AAD-4.2,varcasAvRutavAtaH,"the disorder is characterized by ativibandhaḥ [severe constipation], svē sthānē parikr̥ntati [cutting type of pain in svasthana i.e.","the disorder is characterized by ativibandhaḥ [severe constipation], svē sthānē parikr̥ntati [cutting type of pain in svasthana i.e. rectum/pakvāśaya], vrajatyāśu jarāṁ snēhaḥ [instantaneous digestion of the ingested fat], bhuktē cānahyatē naraḥ [abdominal distention on consumption of food], cirāt pīḍitamannēna duḥkhaṁ śuṣkaṁ śakr̥t sr̥jēt [due to pressure of the undigested food, the patient voids after along time. the voiding is painfull and the stool is dry], śrōṇivaṅkṣaṇapr̥ṣṭhēṣu ruk [pain in the hips, groin, and back], vilōmaḥ mārutaḥ [upward movement of vāyu (flatus or gas) in the abdomen], asvasthaṁ hr̥dayam [discomfort in the cardiac region/heart]",,
Ayurveda,228,230,AAD-5(SR20),annAvRutavAtaH,,,,
Ayurveda,229,232,AAE,sthAnaviSeSha-kupitavAtaH,,,,
Ayurveda,230,233,AAE-1,koShThASritavAtakopaH,"the disorder is characterized by arśaḥ [hemorrhoids], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], pārśvaśūlam [pain in sides of chest/flanks], bradhnaḥ [inguinal swelling/herniation], mūtranigrahaḥ [retention of urine], varca-nigrahaḥ [retention of faeces], hr̥drōgaḥ [diseases of heart]","the disorder is characterized by arśaḥ [hemorrhoids], gulmaḥ [palpable glandular enlargment in abdomen/abdominal lump], pārśvaśūlam [pain in sides of chest/flanks], bradhnaḥ [inguinal swelling/herniation], mūtranigrahaḥ [retention of urine], varca-nigrahaḥ [retention of faeces], hr̥drōgaḥ [diseases of heart]",,
Ayurveda,231,234,AAE-2,sarvA~ggakupitavAtaH,"the disorder is characterized by gātrasphuraṇam [flickering/twitching in various parts of body], sandhisphuṭanam [bursting type of pain in joints], gātrabhañjanam [feeling as if limbs are being broken], vēdanā-parītaḥ [severe pain], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], sphuraṇam [pulsating sensation], stambhanam [stiffening of body], ākṣēpaṇam [convulsion], sandhi-ākuñcanam [contraction of joint], sandhi-kampanam [trembling of joint]","the disorder is characterized by gātrasphuraṇam [flickering/twitching in various parts of body], sandhisphuṭanam [bursting type of pain in joints], gātrabhañjanam [feeling as if limbs are being broken], vēdanā-parītaḥ [severe pain], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], sphuraṇam [pulsating sensation], stambhanam [stiffening of body], ākṣēpaṇam [convulsion], sandhi-ākuñcanam [contraction of joint], sandhi-kampanam [trembling of joint]",,
